"FID","survey_id","country","area","ecoregion","realm","location","site_code","site_name","latitude","longitude","survey_date","depth","program","visibility","hour","survey_latitude","survey_longitude","method","block","phylum","class","order","family","species_name","reporting_name","size_class","total","biomass","geom","year","month"
"ep_m1_public_data.fid-3b25e662_1963ba17013_-381c",912343102,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS26","Cato East",-23.24,155.56,"2013-05-18",6,"RLS",35,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (155.55999755859375 -23.239999771118164)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-381b",912343102,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS26","Cato East",-23.24,155.56,"2013-05-18",6,"RLS",35,"12:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (155.55999755859375 -23.239999771118164)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-381a",912343104,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS27","Cato South East",-23.25,155.57,"2013-05-18",15,"RLS",40,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.57000732421875 -23.25)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3816",912343127,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS39","Porpoise Lagoon",-22.19,155.36,"2013-05-21",3,"RLS",35,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.36000061035156 -22.190000534057617)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3815",912343127,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS39","Porpoise Lagoon",-22.19,155.36,"2013-05-21",3,"RLS",35,"8:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",30,1,NA,"POINT (155.36000061035156 -22.190000534057617)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3814",912343128,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS39","Porpoise Lagoon",-22.19,155.36,"2013-05-21",2.5,"RLS",35,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (155.36000061035156 -22.190000534057617)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3813",912343129,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS40","Wreck Reef NE",-22.2,155.3,"2013-05-21",7,"RLS",40,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",40,1,NA,"POINT (155.3000030517578 -22.200000762939453)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3812",912343129,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS40","Wreck Reef NE",-22.2,155.3,"2013-05-21",7,"RLS",40,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (155.3000030517578 -22.200000762939453)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3811",912343106,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS28","Cato NE",-23.24,155.56,"2013-05-18",10,"RLS",30,"14:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",40,2,NA,"POINT (155.55999755859375 -23.239999771118164)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3810",912343106,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS28","Cato NE",-23.24,155.56,"2013-05-18",10,"RLS",30,"14:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,2,NA,"POINT (155.55999755859375 -23.239999771118164)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-380f",912343108,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS29","Shag Rock",-22.17,155.48,"2013-05-19",4,"RLS",40,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.47999572753906 -22.170000076293945)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-380e",912343108,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS29","Shag Rock",-22.17,155.48,"2013-05-19",4,"RLS",40,"8:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.47999572753906 -22.170000076293945)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-380d",912343143,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS47","Saumarez egg seasnake",-21.9,153.54,"2013-06-02",10,"RLS",35,"9:00:00",-21.9,153.59,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,2,NA,"POINT (153.59 -21.9)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-380c",912343112,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS31","Bird Lagoon",-22.18,155.47,"2013-05-19",3.5,"RLS",35,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (155.47000122070312 -22.18000030517578)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-380b",912343112,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS31","Bird Lagoon",-22.18,155.47,"2013-05-19",3.5,"RLS",35,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.47000122070312 -22.18000030517578)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-380a",912343158,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS54","Kenn Reef bommie",-21.25,155.76,"2013-06-04",12,"RLS",25,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3809",912343133,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS42","Hilton Pool",-22.19,155.18,"2013-05-22",3,"RLS",35,"10:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (155.17999267578125 -22.190000534057617)",2013,5
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3808",912343161,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS56","Kenn Reef rubble",-21.25,155.76,"2013-06-04",14,"RLS",25,"15:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3807",912343161,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS56","Kenn Reef rubble",-21.25,155.76,"2013-06-04",14,"RLS",25,"15:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3806",912343164,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS57","Kenn Cave",-21.25,155.76,"2013-06-04",9.5,"RLS",20,"15:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3805",912343144,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS47","Saumarez egg seasnake",-21.9,153.54,"2013-06-02",6.5,"RLS",35,"9:00:00",-21.9,153.59,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (153.59 -21.9)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3804",912343145,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS48","Saumarez SW reef cay",-21.9,153.54,"2013-06-02",12,"RLS",22,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,2,NA,"POINT (153.5399932861328 -21.899999618530273)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3803",912343147,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS47","Saumarez egg seasnake",-21.9,153.54,"2013-06-02",9,"RLS",35,"12:00:00",-21.9,153.54,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",137.5,3,NA,"POINT (153.54 -21.9)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3802",912343141,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS46","Saumarez SW Islet",-21.85,153.52,"2013-06-02",14,"RLS",25,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",250,1,NA,"POINT (153.52000427246094 -21.850000381469727)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3801",912343148,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS47","Saumarez egg seasnake",-21.9,153.54,"2013-06-02",7,"RLS",35,"12:00:00",-21.9,153.54,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (153.54 -21.9)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3800",912343148,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS47","Saumarez egg seasnake",-21.9,153.54,"2013-06-02",7,"RLS",35,"12:00:00",-21.9,153.54,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (153.54 -21.9)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37ff",912343174,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS62","Fredrick Reef north bommie",-20.98,154.39,"2013-06-06",14,"RLS",40,"8:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (154.38999938964844 -20.979999542236328)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37fe",912343183,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS67","Frederick Bosom",-21.01,154.38,"2013-06-06",3.5,"RLS",40,"14:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,2,NA,"POINT (154.3800048828125 -21.010000228881836)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37fd",912343186,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS68","Frederick Ridge Rock",-20.98,154.35,"2013-06-07",8.5,"RLS",35,"11:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (154.35000610351562 -20.979999542236328)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37fc",912343187,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS69","Fredrick Reef SW",-20.99,154.35,"2013-06-07",10,"RLS",40,"13:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (154.35000610351562 -20.989999771118164)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37fb",912343188,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS69","Fredrick Reef SW",-20.99,154.35,"2013-06-07",13.9,"RLS",40,"13:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",62.5,1,NA,"POINT (154.35000610351562 -20.989999771118164)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37fa",912343188,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS69","Fredrick Reef SW",-20.99,154.35,"2013-06-07",13.9,"RLS",40,"13:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",150,1,NA,"POINT (154.35000610351562 -20.989999771118164)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f9",912343191,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS71","Quay West Bommie",-21.02,154.37,"2013-06-08",5.5,"RLS",25,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (154.3699951171875 -21.020000457763672)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f7",912343192,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS71","Quay West Bommie",-21.02,154.37,"2013-06-08",3.5,"RLS",25,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (154.3699951171875 -21.020000457763672)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f6",912343151,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS51","Saumarez stripe seasnake",-21.92,153.59,"2013-06-02",5.5,"RLS",35,"15:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,2,NA,"POINT (153.58999633789062 -21.920000076293945)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f5",912343151,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS51","Saumarez stripe seasnake",-21.92,153.59,"2013-06-02",5.5,"RLS",35,"15:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus spp.","Aipysurus spp.",10,2,NA,"POINT (153.58999633789062 -21.920000076293945)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f3",912343176,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS63","Frederick Passage",-21,154.39,"2013-06-06",5,"RLS",40,"10:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",40,1,NA,"POINT (154.38999938964844 -21)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f2",912343180,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS65","Fredrick central reef",-21.01,154.39,"2013-06-06",5,"RLS",40,"12:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",100,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f1",912343182,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS66","Frederick Split Rocks",-21.01,154.39,"2013-06-06",3,"RLS",40,"13:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37f0",912343182,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS66","Frederick Split Rocks",-21.01,154.39,"2013-06-06",3,"RLS",40,"13:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37ef",912343152,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS51","Saumarez stripe seasnake",-21.92,153.59,"2013-06-02",5,"RLS",35,"15:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",100,1,NA,"POINT (153.58999633789062 -21.920000076293945)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37ee",912343154,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS52","Kenn Reef anchorage bommie",-21.26,155.75,"2013-06-04",14,"RLS",25,"9:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,2,NA,"POINT (155.75 -21.260000228881836)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37ed",912343197,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS74","Frederick Lighthouse",-20.94,154.4,"2013-06-08",5.5,"RLS",30,"12:00:00",-20.94,154.4,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus spp.","Aipysurus spp.",62.5,1,NA,"POINT (154.4 -20.94)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37e8",912343358,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","QLD inshore - Central","GBR153","Yongala wreck",-19.3,147.63,"2013-06-27",18,"RLS",15,"12:00:00",-19.3,147.02,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (147.02 -19.3)",2013,6
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37e5",912343748,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",16.5,"RLS",25,"14:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37e4",912343749,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",17,"RLS",25,"17:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37e3",912343749,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",17,"RLS",25,"17:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37e2",912343749,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",17,"RLS",25,"17:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",100,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37e1",912343749,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",17,"RLS",25,"17:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",112.5,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37e0",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (124.04 -12.56)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37df",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (124.04 -12.56)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37de",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,1,NA,"POINT (124.04 -12.56)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37dd",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,1,2,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",30,1,NA,"POINT (124.04 -12.56)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37dc",912343751,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS5","Hibernia Lagoon SE",-11.98,123.38,"2013-09-01",5,"RLS",15,"8:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (123.37999725341797 -11.979999542236328)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37db",912343752,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS5","Hibernia Lagoon SE",-11.98,123.38,"2013-09-01",3.1,"RLS",15,"8:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (123.37999725341797 -11.979999542236328)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37da",912343753,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS6","Hibernia Lagoon SE2",-11.97,123.38,"2013-09-01",4,"RLS",20,"10:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (123.37999725341797 -11.970000267028809)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37d7",912343768,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS27","Election Day Reef",-14.07,121.96,"2013-09-07",3,"RLS",15,"16:00:00",-14.07,121.96,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",87.5,1,NA,"POINT (121.96 -14.07)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37d6",912343768,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS27","Election Day Reef",-14.07,121.96,"2013-09-07",3,"RLS",15,"16:00:00",-14.07,121.96,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (121.96 -14.07)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37d5",912343773,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS34","Table Tip",-14.06,121.97,"2013-09-09",7.5,"RLS",30,"11:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (121.97000122070312 -14.0600004196167)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37d4",912343781,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",16,"RLS",25,"14:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37d3",912343783,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS4","Titan Reef",-11.97,123.38,"2013-09-01",8,"RLS",20,"10:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (123.37999725341797 -11.970000267028809)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37d2",912343786,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS10","Rogaa Bommie",-11.97,123.32,"2013-09-02",8,"RLS",15,"11:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,1,NA,"POINT (123.31999969482422 -11.970000267028809)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37d1",912343760,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS13","Golden Sleeper Corner",-11.98,123.33,"2013-09-02",9,"RLS",15,"15:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (123.33000183105469 -11.979999542236328)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37ce",912343774,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS35","Ian's Anchorage",-14.07,121.95,"2013-09-09",7,"RLS",15,"14:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,1,NA,"POINT (121.94999694824219 -14.069999694824219)",2013,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-37cd",912343775,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS36","Fungiid Fields",-14.07,121.79,"2013-09-10",10,"RLS",35,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (121.79000091552734 -14.069999694824219)",2013,9
