"FID","survey_id","country","area","ecoregion","realm","location","site_code","site_name","latitude","longitude","survey_date","depth","program","visibility","hour","survey_latitude","survey_longitude","method","block","phylum","class","order","family","species_name","reporting_name","size_class","total","biomass","geom","year","month"
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5555",912340607,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Exmouth","NMP-BF2","Bundegi SZ North",-21.85,114.17,"2012-08-01",4.7,"RLS",20,"11:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",175,1,NA,"POINT (114.16999816894531 -21.850000381469727)",2012,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5559",912343114,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS32","Bird Reef Hole",-22.17,155.48,"2013-05-19",4,"RLS",35,"11:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (155.47999572753906 -22.170000076293945)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_555a",912343119,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS35","Bird NW Bommie",-22.17,155.45,"2013-05-20",8,"RLS",35,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (155.4499969482422 -22.170000076293945)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_555b",912343121,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS36","Porpoise North",-22.19,155.36,"2013-05-20",6,"RLS",35,"13:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.36000061035156 -22.190000534057617)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_555c",912343125,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS38","Porpoise Anchorage",-22.19,155.36,"2013-05-21",9,"RLS",40,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.36000061035156 -22.190000534057617)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_555d",912343130,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS40","Wreck Reef NE",-22.2,155.3,"2013-05-21",5,"RLS",40,"12:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",40,1,NA,"POINT (155.3000030517578 -22.200000762939453)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_555e",912343130,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS40","Wreck Reef NE",-22.2,155.3,"2013-05-21",5,"RLS",40,"12:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (155.3000030517578 -22.200000762939453)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_555f",912343131,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS41","Wreck North",-22.2,155.29,"2013-05-21",9,"RLS",40,"13:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",0,1,NA,"POINT (155.2899932861328 -22.200000762939453)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5560",912343132,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS41","Wreck North",-22.2,155.29,"2013-05-21",7,"RLS",40,"12:00:00",-22.2,155.29,0,0,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (155.29 -22.2)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5561",912343139,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS45","North Wreck Reef",-22.18,155.18,"2013-05-22",10,"RLS",35,"14:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (155.17999267578125 -22.18000030517578)",2013,5
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5562",912343147,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS47","Saumarez egg seasnake",-21.9,153.54,"2013-06-02",9,"RLS",35,"12:00:00",-21.9,153.54,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",100,1,NA,"POINT (153.54 -21.9)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5563",912343149,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS50","Saumarez SW",-21.92,153.58,"2013-06-02",9,"RLS",20,"15:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",100,1,NA,"POINT (153.5800018310547 -21.920000076293945)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5564",912343159,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS55","Kenn Labyrinth",-21.25,155.76,"2013-06-04",5.5,"RLS",14,"11:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",50,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5565",912343159,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS55","Kenn Labyrinth",-21.25,155.76,"2013-06-04",5.5,"RLS",14,"11:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus spp.","Aipysurus spp.",87.5,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5566",912343163,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS57","Kenn Cave",-21.25,155.76,"2013-06-04",7.5,"RLS",14,"15:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus spp.","Aipysurus spp.",50,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5567",912343164,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS57","Kenn Cave",-21.25,155.76,"2013-06-04",9.5,"RLS",20,"15:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",50,1,NA,"POINT (155.75999450683594 -21.25)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5568",912343173,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS62","Fredrick Reef north bommie",-20.98,154.39,"2013-06-06",10,"RLS",40,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",62.5,1,NA,"POINT (154.38999938964844 -20.979999542236328)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5569",912343174,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS62","Fredrick Reef north bommie",-20.98,154.39,"2013-06-06",14,"RLS",40,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (154.38999938964844 -20.979999542236328)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_556a",912343175,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS63","Frederick Passage",-21,154.39,"2013-06-06",5.5,"RLS",40,"10:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (154.38999938964844 -21)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_556b",912343175,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS63","Frederick Passage",-21,154.39,"2013-06-06",5.5,"RLS",40,"10:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (154.38999938964844 -21)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_556c",912343176,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS63","Frederick Passage",-21,154.39,"2013-06-06",5,"RLS",40,"10:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (154.38999938964844 -21)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_556d",912343180,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS65","Fredrick central reef",-21.01,154.39,"2013-06-06",5,"RLS",40,"12:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",100,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_556e",912343197,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS74","Frederick Lighthouse",-20.94,154.4,"2013-06-08",5.5,"RLS",30,"12:00:00",-20.94,154.4,0,0,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (154.4 -20.94)",2013,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_556f",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,0,0,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,2,NA,"POINT (124.04 -12.56)",2013,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5570",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,0,0,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,2,NA,"POINT (124.04 -12.56)",2013,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5571",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,0,0,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",112.5,1,NA,"POINT (124.04 -12.56)",2013,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5572",912343750,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS2","Barracouta Shoal",-12.56,124.04,"2013-08-31",19,"RLS",35,"14:00:00",-12.56,124.04,0,0,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",125,1,NA,"POINT (124.04 -12.56)",2013,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5573",912343767,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS26","Seringapatam North",-13.62,121.99,"2013-09-07",7.5,"RLS",30,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (121.98999786376953 -13.619999885559082)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5575",912343769,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS30","Longnose Spur",-14.14,121.96,"2013-09-08",6,"RLS",30,"10:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (121.95999908447266 -14.140000343322754)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5576",912343781,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",16,"RLS",25,"14:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5577",912343781,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS1","Vulcan Shoal",-12.8,124.27,"2013-08-30",16,"RLS",25,"14:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",62.5,1,NA,"POINT (124.2699966430664 -12.800000190734863)",2013,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5578",912343795,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS27","Election Day Reef",-14.07,121.96,"2013-09-07",4,"RLS",15,"16:00:00",-14.07,121.96,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",87.5,2,NA,"POINT (121.96 -14.07)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5579",912343796,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS28","Consolation Bommie",-14.13,121.94,"2013-09-08",6,"RLS",25,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",87.5,1,NA,"POINT (121.94000244140625 -14.130000114440918)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_557a",912343796,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS28","Consolation Bommie",-14.13,121.94,"2013-09-08",6,"RLS",25,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",100,1,NA,"POINT (121.94000244140625 -14.130000114440918)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_557b",912343796,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS28","Consolation Bommie",-14.13,121.94,"2013-09-08",6,"RLS",25,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,2,NA,"POINT (121.94000244140625 -14.130000114440918)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_557c",912343798,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS32","Goby Heaven",-14.11,121.96,"2013-09-08",4,"RLS",10,"15:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",87.5,1,NA,"POINT (121.95999908447266 -14.109999656677246)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_557d",912343799,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS33","NE Passage",-14.06,121.96,"2013-09-09",6,"RLS",30,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (121.95999908447266 -14.0600004196167)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_557e",912343800,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS34","Table Tip",-14.06,121.97,"2013-09-09",5,"RLS",30,"11:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (121.97000122070312 -14.0600004196167)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_557f",912343801,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS35","Ian's Anchorage",-14.07,121.95,"2013-09-09",6,"RLS",15,"14:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,3,NA,"POINT (121.94999694824219 -14.069999694824219)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5580",912343802,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS36","Fungiid Fields",-14.07,121.79,"2013-09-10",8,"RLS",35,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,2,NA,"POINT (121.79000091552734 -14.069999694824219)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5581",912343803,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS37","Stake Edge",-14.05,121.78,"2013-09-10",6,"RLS",35,"11:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",100,1,NA,"POINT (121.77999877929688 -14.050000190734863)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5582",912343804,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS38","Chaetodontoides",-14.07,121.78,"2013-09-10",5,"RLS",25,"15:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Hydrophiidae","Hydrophiidae spp.","Hydrophiid spp.",62.5,1,NA,"POINT (121.77999877929688 -14.069999694824219)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5583",912343807,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS41","Dead West",-14.11,121.72,"2013-09-11",12,"RLS",25,"14:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (121.72000122070312 -14.109999656677246)",2013,9
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5586",912344284,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Pilbara","NWS111","Corneliesse Shoal",-20.03,118.38,"2013-10-13",17,"RLS",20,"16:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Hydrophis ornatus ocellatus","Hydrophis ornatus ocellatus",50,1,NA,"POINT (118.37999725341797 -20.030000686645508)",2013,10
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5587",912344306,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Pilbara","NWS122","Sailfish South 2",-20.46,116.57,"2013-10-17",3,"RLS",8,"13:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (116.56999969482422 -20.459999084472656)",2013,10
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5593",912345516,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS185","Ashmore reef lagoon South",-10.45,144.45,"2015-07-30",2.5,"RLS",30,"15:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (144.4499969482422 -10.449999809265137)",2015,7
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5594",912345517,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS185","Ashmore reef lagoon South",-10.45,144.45,"2015-07-30",2,"RLS",30,"15:00:00",-10.45,144.45,0,0,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (144.45 -10.45)",2015,7
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5595",912345537,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS198","Ashmore NE Lagoon",-10.23,144.59,"2015-08-03",5,"RLS",25,"14:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (144.58999633789062 -10.229999542236328)",2015,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559c",912346333,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS1","Long Reef West",-19.3,152.24,"2016-06-07",9.5,"RLS",40,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",5,2,NA,"POINT (152.24000549316406 -19.299999237060547)",2016,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559d",912346339,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS8","Carola Cay",-19.1,152.39,"2016-06-09",5,"RLS",30,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (152.38999938964844 -19.100000381469727)",2016,6
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55a4",912346713,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Exmouth","NMP-BF3","Bundegi SZ South",-21.87,114.16,"2016-08-05",3.5,"RLS",10,"14:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,1,NA,"POINT (114.16000366210938 -21.8700008392334)",2016,8
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55aa",912346838,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS195","Ashmore North East Entrance",-10.22,144.6,"2016-12-13",8,"RLS",15,"13:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",0,1,NA,"POINT (144.60000610351562 -10.220000267028809)",2016,12
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55ab",912346856,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS211","Kate's Garden",-10.14,144.58,"2016-12-16",5,"RLS",25,"7:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (144.5800018310547 -10.140000343322754)",2016,12
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55ac",912347045,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS21","Cato Lagoon 1",-23.25,155.55,"2017-02-22",2.4,"RLS",40,"10:00:00",-23.25,155.55,0,0,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.55 -23.25)",2017,2
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55ad",912347053,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS25","Cato Passage",-23.24,155.55,"2017-02-21",7,"RLS",35,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",75,1,NA,"POINT (155.5500030517578 -23.239999771118164)",2017,2
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55ae",912347079,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS52","Kenn Reef anchorage bommie",-21.26,155.75,"2017-02-28",14,"RLS",40,"10:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",100,1,NA,"POINT (155.75 -21.260000228881836)",2017,2
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55af",912347079,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS52","Kenn Reef anchorage bommie",-21.26,155.75,"2017-02-28",14,"RLS",40,"10:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Emydocephalus annulatus","Emydocephalus annulatus",100,1,NA,"POINT (155.75 -21.260000228881836)",2017,2
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55b1",912347110,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS65","Fredrick central reef",-21.01,154.39,"2017-03-05",3,"RLS",35,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",100,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2017,3
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55b2",912347110,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS65","Fredrick central reef",-21.01,154.39,"2017-03-05",3,"RLS",35,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2017,3
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55b3",912347110,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS65","Fredrick central reef",-21.01,154.39,"2017-03-05",3,"RLS",35,"8:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2017,3
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55bb",912347751,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS5","Paget Cay South East",-19.25,152.35,"2017-03-19",4.1,"RLS",30,"13:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (152.35000610351562 -19.25)",2017,3
"ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55c3",912349634,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Exmouth","NMP-BF3","Bundegi SZ South",-21.87,114.16,"2017-07-28",4,"RLS",6,"9:00:00",NA,NA,0,NA,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (114.16000366210938 -21.8700008392334)",2017,7
