FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5585,912344196,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Rowley Shoals,NWS65,Mermaid south M7,-17.13,119.63,2013-09-25,7,RLS,30,10:00:00,-17.13,119.63,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,0,1,,POINT (119.63 -17.13)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5586,912344284,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS111,Corneliesse Shoal,-20.03,118.38,2013-10-13,17,RLS,20,16:00:00,,,0,,Chordata,Reptilia,Squamata,Elapidae,Hydrophis ornatus ocellatus,Hydrophis ornatus ocellatus,50,1,,POINT (118.37999725341797 -20.030000686645508)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5587,912344306,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS122,Sailfish South 2,-20.46,116.57,2013-10-17,3,RLS,8,13:00:00,,,0,,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (116.56999969482422 -20.459999084472656)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5588,912344306,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS122,Sailfish South 2,-20.46,116.57,2013-10-17,3,RLS,8,13:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (116.56999969482422 -20.459999084472656)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5589,912344319,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS128,Trimouille Island SE,-20.41,115.58,2013-10-21,3,RLS,10,8:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,40,1,,POINT (115.58000183105469 -20.40999984741211)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_558a,912344328,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS133,North West Island NW,-20.37,115.51,2013-10-22,5,RLS,8,9:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,50,1,,POINT (115.51000213623047 -20.3700008392334)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_558b,912344358,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS148,Barrow Island East,-20.78,115.53,2013-10-27,7,RLS,14,14:00:00,-20.78,115.53,0,0,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,112.5,1,,POINT (115.53 -20.78)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_558c,912344365,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS152,Barrow south shelf,-20.95,115.46,2013-10-28,2,RLS,14,10:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,50,1,,POINT (115.45999908447266 -20.950000762939453)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_558d,912344375,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NWS158,North Muiron Island East,-21.65,114.38,2013-10-30,5,RLS,13,10:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,40,1,,POINT (114.37999725341797 -21.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_558e,912344385,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,WA65,Dead Tree Beach,-20.62,116.51,2013-10-19,3,RLS,12,8:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,50,1,,POINT (116.51000213623047 -20.6200008392334)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_558f,912344876,Australia,New South Wales,Manning-Hawkesbury,Temperate Australasia,Port Stephens,PS17,Fly Point Nelson Bay,-32.71,152.15,2015-03-20,7.2,RLS,10,9:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (152.14999389648438 -32.709999084472656)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5590,912344902,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF3,Bundegi SZ South,-21.87,114.16,2015-07-30,2.2,RLS,15,13:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,75,1,,POINT (114.16000366210938 -21.8700008392334)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5591,912344906,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP32,Monck Bowl,-23.16,113.76,2015-08-02,5.1,RLS,15,9:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,87.5,1,,POINT (113.76000213623047 -23.15999984741211)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5592,912344939,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP29,Monck Wall,-23.17,113.76,2015-08-01,2,RLS,12,12:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (113.76000213623047 -23.170000076293945)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5593,912345516,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,Coral Sea - Far North,CS185,Ashmore reef lagoon South,-10.45,144.45,2015-07-30,2.5,RLS,30,15:00:00,,,0,,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,62.5,1,,POINT (144.4499969482422 -10.449999809265137)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5594,912345517,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,Coral Sea - Far North,CS185,Ashmore reef lagoon South,-10.45,144.45,2015-07-30,2,RLS,30,15:00:00,-10.45,144.45,0,0,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (144.45 -10.45)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5595,912345537,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,Coral Sea - Far North,CS198,Ashmore NE Lagoon,-10.23,144.59,2015-08-03,5,RLS,25,14:00:00,,,0,,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (144.58999633789062 -10.229999542236328)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5596,912345550,Australia,Western Australia,Leeuwin,Temperate Australasia,Rottnest Island,RI12,West End  Rottnest,-32.03,115.44,2015-05-23,12,RLS,18,8:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Caretta caretta,150,1,,POINT (115.44000244140625 -32.029998779296875)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5597,912345562,Australia,Western Australia,Leeuwin,Temperate Australasia,Rottnest Island,RI12,West End  Rottnest,-32.03,115.44,2015-05-23,15,RLS,15,8:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Caretta caretta,125,1,,POINT (115.44000244140625 -32.029998779296875)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5598,912345562,Australia,Western Australia,Leeuwin,Temperate Australasia,Rottnest Island,RI12,West End  Rottnest,-32.03,115.44,2015-05-23,15,RLS,15,8:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,Caretta caretta,100,1,,POINT (115.44000244140625 -32.029998779296875)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_5599,912345929,Australia,New South Wales,Manning-Hawkesbury,Temperate Australasia,Port Stephens,PS17,Fly Point Nelson Bay,-32.71,152.15,2013-09-20,12,RLS,6,8:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (152.14999389648438 -32.709999084472656)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559a,912346199,Australia,New South Wales,Lord Howe and Norfolk Islands,Central Indo-Pacific,Lord Howe Island,LHI54,New Gulch,-31.51,159.04,2016-02-24,15,RLS,25,2:00:00,-31.51,159.04,0,,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys imbricata,Eretmochelys imbricata,62.5,2,,POINT (159.04 -31.51)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559b,912346223,Australia,New South Wales,Lord Howe and Norfolk Islands,Central Indo-Pacific,Lord Howe Island,LHI1,North Bommie,-31.52,159.04,2016-02-15,14.2,RLS,20,8:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,40,1,,POINT (159.0399932861328 -31.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559c,912346333,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS1,Long Reef West,-19.3,152.24,2016-06-07,9.5,RLS,40,9:00:00,,,0,,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,5,2,,POINT (152.24000549316406 -19.299999237060547)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559d,912346339,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS8,Carola Cay,-19.1,152.39,2016-06-09,5,RLS,30,9:00:00,,,0,,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (152.38999938964844 -19.100000381469727)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559e,912346422,Australia,New South Wales,Manning-Hawkesbury,Temperate Australasia,Sydney,SYD56,Long Reef Basin,-33.74,151.31,2015-03-30,3,RLS,6,9:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,75,1,,POINT (151.30999755859375 -33.7400016784668)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_559f,912346541,Australia,New South Wales,Tweed-Moreton,Temperate Australasia,Solitary Islands,SI2,Anemone Bay N Solitary Is,-29.92,153.39,2016-05-07,10,RLS,25,9:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (153.38999938964844 -29.920000076293945)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55a0,912346549,Australia,New South Wales,Tweed-Moreton,Temperate Australasia,Solitary Islands,SI25,SW Solitary North Mooring,-30.15,153.23,2016-05-06,9,RLS,20,12:00:00,-30.16,153.23,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,50,1,,POINT (153.23 -30.16)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55a1,912346650,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP-S2,Bruboodjoo,-22.93,113.78,2016-07-30,2,RLS,15,13:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,0,1,,POINT (113.77999877929688 -22.93000030517578)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55a2,912346673,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP8,Maud SZ external,-23.18,113.76,2016-08-01,2,RLS,10,13:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (113.76000213623047 -23.18000030517578)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55a3,912346677,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP-C3,Coral Bay Central,-23.14,113.75,2016-08-02,4,RLS,20,13:00:00,,,0,,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (113.75 -23.139999389648438)
ep_m0_off_transect_sighting_public_data.fid--5e32c652_1963b673aa0_55a4,912346713,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF3,Bundegi SZ South,-21.87,114.16,2016-08-05,3.5,RLS,10,14:00:00,,,0,,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (114.16000366210938 -21.8700008392334)
