FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m1_public_data.fid-3b25e662_1963ba17013_-37e0,912343750,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS2,Barracouta Shoal,-12.56,124.04,2013-08-31,19,RLS,35,14:00:00,-12.56,124.04,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (124.04 -12.56)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37df,912343750,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS2,Barracouta Shoal,-12.56,124.04,2013-08-31,19,RLS,35,14:00:00,-12.56,124.04,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (124.04 -12.56)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37de,912343750,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS2,Barracouta Shoal,-12.56,124.04,2013-08-31,19,RLS,35,14:00:00,-12.56,124.04,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (124.04 -12.56)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37dd,912343750,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS2,Barracouta Shoal,-12.56,124.04,2013-08-31,19,RLS,35,14:00:00,-12.56,124.04,1,2,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,30,1,,POINT (124.04 -12.56)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37dc,912343751,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS5,Hibernia Lagoon SE,-11.98,123.38,2013-09-01,5,RLS,15,8:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (123.37999725341797 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37db,912343752,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS5,Hibernia Lagoon SE,-11.98,123.38,2013-09-01,3.1,RLS,15,8:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (123.37999725341797 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37da,912343753,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS6,Hibernia Lagoon SE2,-11.97,123.38,2013-09-01,4,RLS,20,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (123.37999725341797 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d9,912343766,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS23,Kuhlii Bommie,-12.23,122.99,2013-09-04,3.5,RLS,10,15:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (122.98999786376953 -12.229999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d8,912343766,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS23,Kuhlii Bommie,-12.23,122.99,2013-09-04,3.5,RLS,10,15:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (122.98999786376953 -12.229999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d7,912343768,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS27,Election Day Reef,-14.07,121.96,2013-09-07,3,RLS,15,16:00:00,-14.07,121.96,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus duboisii,Aipysurus duboisii,87.5,1,,POINT (121.96 -14.07)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d6,912343768,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS27,Election Day Reef,-14.07,121.96,2013-09-07,3,RLS,15,16:00:00,-14.07,121.96,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (121.96 -14.07)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d5,912343773,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS34,Table Tip,-14.06,121.97,2013-09-09,7.5,RLS,30,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (121.97000122070312 -14.0600004196167)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d4,912343781,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS1,Vulcan Shoal,-12.8,124.27,2013-08-30,16,RLS,25,14:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (124.2699966430664 -12.800000190734863)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d3,912343783,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS4,Titan Reef,-11.97,123.38,2013-09-01,8,RLS,20,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (123.37999725341797 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d2,912343786,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS10,Rogaa Bommie,-11.97,123.32,2013-09-02,8,RLS,15,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (123.31999969482422 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d1,912343760,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS13,Golden Sleeper Corner,-11.98,123.33,2013-09-02,9,RLS,15,15:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (123.33000183105469 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37d0,912343792,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS23,Kuhlii Bommie,-12.23,122.99,2013-09-04,5,RLS,10,15:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,150,1,,POINT (122.98999786376953 -12.229999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37cf,912343793,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS24,Reel Lost Bommie,-12.24,122.99,2013-09-05,6,RLS,8,11:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,75,1,,POINT (122.98999786376953 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37ce,912343774,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS35,Ian's Anchorage,-14.07,121.95,2013-09-09,7,RLS,15,14:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (121.94999694824219 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37cd,912343775,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS36,Fungiid Fields,-14.07,121.79,2013-09-10,10,RLS,35,9:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (121.79000091552734 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37cc,912343775,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS36,Fungiid Fields,-14.07,121.79,2013-09-10,10,RLS,35,9:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,75,1,,POINT (121.79000091552734 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37cb,912343775,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS36,Fungiid Fields,-14.07,121.79,2013-09-10,10,RLS,35,9:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (121.79000091552734 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37ca,912343775,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS36,Fungiid Fields,-14.07,121.79,2013-09-10,10,RLS,35,9:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,62.5,1,,POINT (121.79000091552734 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c9,912343777,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS38,Chaetodontoides,-14.07,121.78,2013-09-10,6,RLS,25,15:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus duboisii,Aipysurus duboisii,62.5,1,,POINT (121.77999877929688 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c8,912343778,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS39,Odonus Dropoff,-14.08,121.75,2013-09-11,7,RLS,25,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus duboisii,Aipysurus duboisii,40,1,,POINT (121.75 -14.079999923706055)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c7,912343796,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS28,Consolation Bommie,-14.13,121.94,2013-09-08,6,RLS,25,9:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus duboisii,Aipysurus duboisii,87.5,1,,POINT (121.94000244140625 -14.130000114440918)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c6,912343779,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS40,Stern Trawler Reef,-14.08,121.74,2013-09-11,1.5,RLS,14,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,75,1,,POINT (121.73999786376953 -14.079999923706055)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c5,912343781,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS1,Vulcan Shoal,-12.8,124.27,2013-08-30,16,RLS,25,14:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (124.2699966430664 -12.800000190734863)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c4,912343800,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS34,Table Tip,-14.06,121.97,2013-09-09,5,RLS,30,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (121.97000122070312 -14.0600004196167)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c3,912343805,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS39,Odonus Dropoff,-14.08,121.75,2013-09-11,5,RLS,25,8:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,75,1,,POINT (121.75 -14.079999923706055)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c2,912343801,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS35,Ian's Anchorage,-14.07,121.95,2013-09-09,6,RLS,15,14:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,125,1,,POINT (121.94999694824219 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c1,912343812,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS10,Rogaa Bommie,-11.97,123.32,2013-09-02,15,RLS,15,11:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (123.31999969482422 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37c0,912343813,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS13,Golden Sleeper Corner,-11.98,123.33,2013-09-02,7.1,RLS,15,15:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,87.5,1,,POINT (123.33000183105469 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37bf,912343813,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS13,Golden Sleeper Corner,-11.98,123.33,2013-09-02,7.1,RLS,15,15:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (123.33000183105469 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37be,912343813,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS13,Golden Sleeper Corner,-11.98,123.33,2013-09-02,7.1,RLS,15,15:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,137.5,1,,POINT (123.33000183105469 -11.979999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37bd,912343808,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS3,Cardinal Shoal,-11.97,123.39,2013-09-01,9,RLS,15,7:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,50,1,,POINT (123.38999938964844 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37bc,912343810,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS7,Big Fish Gulch,-11.97,123.36,2013-09-01,4.5,RLS,15,14:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,20,1,,POINT (123.36000061035156 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37bb,912343802,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS36,Fungiid Fields,-14.07,121.79,2013-09-10,8,RLS,35,9:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,75,1,,POINT (121.79000091552734 -14.069999694824219)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37ba,912343803,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Scott & Seringapatam Reefs,NWS37,Stake Edge,-14.05,121.78,2013-09-10,6,RLS,35,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,75,1,,POINT (121.77999877929688 -14.050000190734863)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b9,912343816,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS18,Busy Bommie,-12.24,122.98,2013-09-04,5,RLS,10,9:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,50,1,,POINT (122.9800033569336 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b8,912343816,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS18,Busy Bommie,-12.24,122.98,2013-09-04,5,RLS,10,9:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,2,,POINT (122.9800033569336 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b7,912343816,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS18,Busy Bommie,-12.24,122.98,2013-09-04,5,RLS,10,9:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,75,1,,POINT (122.9800033569336 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b6,912343812,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS10,Rogaa Bommie,-11.97,123.32,2013-09-02,15,RLS,15,11:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (123.31999969482422 -11.970000267028809)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b5,912343817,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS22,Dotty Reef,-12.24,122.99,2013-09-04,4.5,RLS,15,12:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (122.98999786376953 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b4,912343818,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS24,Reel Lost Bommie,-12.24,122.99,2013-09-05,4.5,RLS,10,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,87.5,1,,POINT (122.98999786376953 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b3,912343818,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS24,Reel Lost Bommie,-12.24,122.99,2013-09-05,4.5,RLS,10,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (122.98999786376953 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b2,912343818,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Ashmore/Cartier,NWS24,Reel Lost Bommie,-12.24,122.99,2013-09-05,4.5,RLS,10,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (122.98999786376953 -12.239999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b1,912342238,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS8,Carola Cay,-19.1,152.39,2012-09-12,5,RLS,26,14:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,50,1,,POINT (152.38999938964844 -19.100000381469727)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37b0,912342239,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS1,Long Reef West,-19.3,152.24,2012-09-09,9.5,RLS,30,8:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Hydrophis elegans,Hydrophis elegans,75,2,,POINT (152.24000549316406 -19.299999237060547)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37af,912342242,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS4,Paget Cay Bommie,-19.23,152.33,2012-09-11,11.5,RLS,25,10:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,50,1,,POINT (152.3300018310547 -19.229999542236328)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37ae,912342244,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS5,Paget Cay South East,-19.25,152.35,2012-09-11,4.5,RLS,20,3:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,50,1,,POINT (152.35000610351562 -19.25)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37ad,912342244,Australia,Queensland,Coral Sea,Central Indo-Pacific,Coral Sea - Central,CS5,Paget Cay South East,-19.25,152.35,2012-09-11,4.5,RLS,20,3:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,50,1,,POINT (152.35000610351562 -19.25)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37ac,912342472,Australia,Other Territories,Lord Howe and Norfolk Islands,Central Indo-Pacific,Elizabeth and Middleton Reefs,EMR13,NW outer reef2 Middleton Reef,-29.43,159.13,2013-01-16,13,RLS,30,10:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,137.5,1,,POINT (159.1300048828125 -29.43000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37ab,912342464,Australia,Other Territories,Lord Howe and Norfolk Islands,Central Indo-Pacific,Elizabeth and Middleton Reefs,EMR2,Lagoon 2 Middleton Reef,-29.46,159.06,2013-01-15,2.5,RLS,12,10:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (159.05999755859375 -29.459999084472656)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37aa,912342490,Australia,Other Territories,Lord Howe and Norfolk Islands,Central Indo-Pacific,Elizabeth and Middleton Reefs,EMR30,NE Wreck Elizabeth Reef,-29.92,159.09,2013-01-18,14,RLS,35,10:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (159.08999633789062 -29.920000076293945)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a9,912342505,Australia,New South Wales,Manning-Hawkesbury,Temperate Australasia,Port Stephens,PS9,Barrys Park,-32.75,152.17,2012-12-09,10,RLS,10,9:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (152.1699981689453 -32.75)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a8,912343986,Australia,New South Wales,Lord Howe and Norfolk Islands,Central Indo-Pacific,Lord Howe Island,LHI15,Algal Hole South,-31.56,159.07,2014-02-17,4.5,RLS,15,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,100,1,,POINT (159.07000732421875 -31.559999465942383)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a7,912344282,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS110,Hedland 2,-20.12,118.47,2013-10-13,13,RLS,15,13:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,100,1,,POINT (118.47000122070312 -20.1200008392334)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a6,912344284,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS111,Corneliesse Shoal,-20.03,118.38,2013-10-13,17,RLS,20,16:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus annulatus,Emydocephalus annulatus,100,2,,POINT (118.37999725341797 -20.030000686645508)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a5,912344285,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS111,Corneliesse Shoal,-20.03,118.38,2013-10-13,18,RLS,20,16:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Hydrophis ornatus ocellatus,Hydrophis ornatus ocellatus,100,1,,POINT (118.37999725341797 -20.030000686645508)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a4,912344342,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS140,South West Reef,-20.51,115.48,2013-10-25,3,RLS,12,13:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,40,1,,POINT (115.4800033569336 -20.510000228881836)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a3,912344367,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS153,Barrow Island deep south,-20.99,115.48,2013-10-28,3,RLS,15,14:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,112.5,1,,POINT (115.4800033569336 -20.989999771118164)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a2,912344372,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Pilbara,NWS156,Airlie Island inner reef,-21.32,115.17,2013-10-29,4,RLS,10,16:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (115.16999816894531 -21.31999969482422)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a1,912344446,Australia,New South Wales,Manning-Hawkesbury,Temperate Australasia,Port Stephens,PS54,Cod Rock,-32.63,152.31,2014-05-23,13,RLS,15,10:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,62.5,1,,POINT (152.30999755859375 -32.630001068115234)
ep_m1_public_data.fid-3b25e662_1963ba17013_-37a0,912344902,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF3,Bundegi SZ South,-21.87,114.16,2015-07-30,2.2,RLS,15,13:00:00,,,1,2,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,137.5,1,,POINT (114.16000366210938 -21.8700008392334)
ep_m1_public_data.fid-3b25e662_1963ba17013_-379f,912344942,Australia,Western Australia,Ningaloo,Central Indo-Pacific,Ningaloo Reef,NMP13,Monck Head Inner,-23.18,113.76,2015-07-26,1.2,RLS,20,11:00:00,,,1,2,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,40,1,,POINT (113.76000213623047 -23.18000030517578)
ep_m1_public_data.fid-3b25e662_1963ba17013_-379e,912344966,Australia,Western Australia,Exmouth to Broome,Central Indo-Pacific,Exmouth,NMP-BF1,Bundegi,-21.84,114.18,2015-07-30,3,RLS,20,9:00:00,,,1,1,Chordata,Reptilia,Squamata,Elapidae,Aipysurus laevis,Aipysurus laevis,150,1,,POINT (114.18000030517578 -21.84000015258789)
ep_m1_public_data.fid-3b25e662_1963ba17013_-379d,912345360,Australia,Queensland,Central and Southern Great Barrier Reef,Central Indo-Pacific,Capricorn-Bunker,GBR1,Lady Musgrave Lagoon NW,-23.9,152.41,2015-06-05,5,RLS,16,11:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Chelonia mydas,125,1,,POINT (152.41000366210938 -23.899999618530273)
ep_m1_public_data.fid-3b25e662_1963ba17013_-379c,912345503,Australia,Queensland,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,Coral Sea - Far North,CS195,Ashmore North East Entrance,-10.22,144.6,2015-08-03,8,RLS,25,8:00:00,,,1,1,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys imbricata,Eretmochelys imbricata,125,1,,POINT (144.60000610351562 -10.220000267028809)
